23-Mar-22 00:06:18 - scrapy.utils.log - INFO - Scrapy 2.5.1 started (bot: scrapybot)
23-Mar-22 00:06:18 - scrapy.utils.log - INFO - Versions: lxml 4.6.3.0, libxml2 2.9.10, cssselect 1.1.0, parsel 1.6.0, w3lib 1.22.0, Twisted 20.3.0, Python 3.9.10 (main, Jan 16 2022, 17:12:18) - [GCC 11.2.0], pyOpenSSL 21.0.0 (OpenSSL 1.1.1m  14 Dec 2021), cryptography 3.4.8, Platform Linux-5.9.0-kali1-amd64-x86_64-with-glibc2.33
23-Mar-22 00:06:18 - scrapy.utils.log - DEBUG - Using reactor: twisted.internet.epollreactor.EPollReactor
23-Mar-22 00:06:18 - scrapy.crawler - INFO - Overridden settings:
{'CONCURRENT_REQUESTS': 15,
 'LOG_LEVEL': 'CRITICAL',
 'RETRY_ENABLED': False,
 'USER_AGENT': 'Sitadel 1.0.1'}
23-Mar-22 00:06:18 - scrapy.extensions.telnet - INFO - Telnet Password: a71ba48511ade9a4
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
23-Mar-22 00:06:18 - scrapy.middleware - INFO - Enabled item pipelines:
[]
23-Mar-22 00:06:18 - scrapy.core.engine - INFO - Spider opened
23-Mar-22 00:06:18 - scrapy.extensions.logstats - INFO - Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
23-Mar-22 00:06:18 - scrapy.extensions.telnet - INFO - Telnet console listening on 127.0.0.1:6023
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CA_old/ HTTP/1.1" 404 0
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CA_bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:49 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CA1/ HTTP/1.1" 404 0
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CA_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CA2/ HTTP/1.1" 404 0
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CC~/ HTTP/1.1" 404 0
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CC.zip HTTP/1.1" 404 0
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CC.tar HTTP/1.1" 404 0
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CC.rar HTTP/1.1" 429 0
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CC.old/ HTTP/1.1" 404 0
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CC.bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CC.bac/ HTTP/1.1" 404 0
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CC.backup/ HTTP/1.1" 429 0
23-Mar-22 00:14:50 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CC_bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CC_old/ HTTP/1.1" 404 0
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CC_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CC1/ HTTP/1.1" 404 0
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CC2/ HTTP/1.1" 404 0
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CD~/ HTTP/1.1" 404 0
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CD.zip HTTP/1.1" 404 0
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CD.tar HTTP/1.1" 404 0
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CD.old/ HTTP/1.1" 404 0
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CD.rar HTTP/1.1" 429 0
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CD.bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CD.bac/ HTTP/1.1" 404 0
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CD.backup/ HTTP/1.1" 429 0
23-Mar-22 00:14:51 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CD_old/ HTTP/1.1" 404 0
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CD_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CD_bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CD2/ HTTP/1.1" 404 0
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CD1/ HTTP/1.1" 404 0
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CF~/ HTTP/1.1" 404 0
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CF.zip HTTP/1.1" 404 0
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CF.tar HTTP/1.1" 404 0
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CF.rar HTTP/1.1" 429 0
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CF.old/ HTTP/1.1" 404 0
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CF.bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CF_old/ HTTP/1.1" 404 0
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CF.backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:52 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CF.bac/ HTTP/1.1" 404 0
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CF1/ HTTP/1.1" 429 0
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CF_bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CF_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CG.zip HTTP/1.1" 429 0
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CG~/ HTTP/1.1" 404 0
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CF2/ HTTP/1.1" 404 0
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CG.rar HTTP/1.1" 404 0
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CG.tar HTTP/1.1" 404 0
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CG.bak/ HTTP/1.1" 429 0
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CG.bac/ HTTP/1.1" 404 0
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CG.old/ HTTP/1.1" 404 0
23-Mar-22 00:14:53 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CG_old/ HTTP/1.1" 429 0
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CG_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CG.backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CG_bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CG1/ HTTP/1.1" 404 0
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CG2/ HTTP/1.1" 429 0
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CH~/ HTTP/1.1" 404 0
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CH.tar HTTP/1.1" 404 0
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CH.old/ HTTP/1.1" 404 0
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CH.rar HTTP/1.1" 404 0
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CH.zip HTTP/1.1" 404 0
23-Mar-22 00:14:54 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CH.bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CH.bac/ HTTP/1.1" 404 0
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CH_old/ HTTP/1.1" 404 0
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CH_bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CH.backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CH_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CI~/ HTTP/1.1" 404 0
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CH2/ HTTP/1.1" 404 0
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CH1/ HTTP/1.1" 404 0
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CI.tar HTTP/1.1" 404 0
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CI.zip HTTP/1.1" 404 0
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CI.rar HTTP/1.1" 404 0
23-Mar-22 00:14:55 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CI.old/ HTTP/1.1" 404 0
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CI.bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CI_old/ HTTP/1.1" 404 0
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CI.bac/ HTTP/1.1" 404 0
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CI.backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CI_bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CI1/ HTTP/1.1" 404 0
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CI_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CK~/ HTTP/1.1" 404 0
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CI2/ HTTP/1.1" 404 0
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CK.tar HTTP/1.1" 404 0
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CK.zip HTTP/1.1" 404 0
23-Mar-22 00:14:56 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CK.old/ HTTP/1.1" 404 0
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CK.rar HTTP/1.1" 404 0
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CK.bak/ HTTP/1.1" 404 0
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CK.bac/ HTTP/1.1" 404 0
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CK.backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CK_old/ HTTP/1.1" 404 0
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CK2/ HTTP/1.1" 404 0
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CK1/ HTTP/1.1" 404 0
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CK_backup/ HTTP/1.1" 404 0
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - Starting new HTTP connection (1): www.normalwebsite.com:80
23-Mar-22 00:14:57 - urllib3.connectionpool - DEBUG - http://www.normalwebsite.com:80 "HEAD /CK_bak/ HTTP/1.1" 404 0
